mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.3417902946472168,0.012952071295724376,0.007955360412597656,0.0008186723475942435,0.01,3,sqrt,1,2,100,0.8,"{'learning_rate': 0.01, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100, 'subsample': 0.8}",0.7053107589899429,0.7360806059947085,0.7338951107245116,0.7247906926171578,0.7104483249556905,0.7221050986564024,0.01232446203932064,113
0.31615419387817384,0.007176348201912466,0.007314348220825195,0.0006699841992378083,0.01,3,sqrt,1,2,100,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100, 'subsample': 1.0}",0.6941212647420592,0.711514624334022,0.7239788336776485,0.7079554927331376,0.6954993171978964,0.7066139065369528,0.011017783608706104,119
0.9776027202606201,0.026164035175320247,0.010205936431884766,0.0006787869717761574,0.01,3,sqrt,1,2,300,0.8,"{'learning_rate': 0.01, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300, 'subsample': 0.8}",0.7799399464582881,0.8045449603131456,0.8147113189083397,0.8201442499365735,0.8042028648632944,0.8047086680959282,0.013799147935618941,86
0.9465113639831543,0.0229447360972105,0.010470247268676758,0.0008636734743926848,0.01,3,sqrt,1,2,300,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300, 'subsample': 1.0}",0.7859380652630056,0.8062810336703998,0.8098655358631438,0.8192200355188286,0.8002658569892787,0.8043141054609315,0.011053878107042418,87
0.3280150890350342,0.005757520334751608,0.006834983825683594,0.00025656613125483573,0.01,3,sqrt,1,5,100,0.8,"{'learning_rate': 0.01, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100, 'subsample': 0.8}",0.7070400115765864,0.7300858975752963,0.7014859918089232,0.7040339241056865,0.6894703199000494,0.7064232289933084,0.013249819023377084,120
0.3411413192749023,0.012948364866993274,0.0076715946197509766,0.0014060834697926321,0.01,3,sqrt,1,5,100,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100, 'subsample': 1.0}",0.7179979740973881,0.7231669747381393,0.7201696205284331,0.7020731397919611,0.6867027922247727,0.7100221002761389,0.013757547425893125,116
0.9843291759490966,0.01987131692007905,0.011175203323364257,0.000667802249854138,0.01,3,sqrt,1,5,300,0.8,"{'learning_rate': 0.01, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300, 'subsample': 0.8}",0.7847840243108314,0.8074299590446159,0.8186328875357907,0.8210684643543185,0.8061713688003023,0.8076173408091718,0.012851157796888415,81
0.9618809223175049,0.03485056405510347,0.010262823104858399,0.000806110183607195,0.01,3,sqrt,1,5,300,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300, 'subsample': 1.0}",0.7730193184284784,0.8075423145228516,0.8100902468196151,0.8171468957268675,0.7982973530522708,0.8012192257100168,0.015337139566053815,88
0.3283410549163818,0.006523476776640717,0.006844663619995117,0.0007739728774753321,0.01,3,sqrt,2,2,100,0.8,"{'learning_rate': 0.01, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100, 'subsample': 0.8}",0.6950437739671514,0.7127759051864738,0.7131383422130404,0.7227175528251967,0.7022038527471889,0.7091758853878102,0.009595454923818456,117
0.35055932998657224,0.017200223228044157,0.007615995407104492,0.000964088670407326,0.01,3,sqrt,2,2,100,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100, 'subsample': 1.0}",0.7209970334997468,0.7233916856946105,0.7209814794679424,0.7109528469428437,0.7032498474591045,0.7159145786128496,0.007647563777133049,115
1.0200637817382812,0.036041563601859956,0.011222314834594727,0.0009270750069350879,0.01,3,sqrt,2,2,300,0.8,"{'learning_rate': 0.01, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300, 'subsample': 0.8}",0.7887055929382824,0.8083541734623609,0.8166721032220652,0.8210684643543185,0.8002658569892787,0.8070132381932611,0.01160463865334068,82
0.9562067508697509,0.02749429013657685,0.010184669494628906,0.0012168984296889909,0.01,3,sqrt,2,2,300,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300, 'subsample': 1.0}",0.7829390058606469,0.8066181001051067,0.8188575984922619,0.8210684643543185,0.802110875439463,0.8063188088503594,0.013705364277193271,84
0.3757676601409912,0.018812825810212083,0.007612848281860351,0.0009917313805507023,0.01,3,sqrt,2,5,100,0.8,"{'learning_rate': 0.01, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100, 'subsample': 0.8}",0.7170754648722958,0.7249030480953934,0.7132506976912761,0.7267514769308833,0.7104483249556905,0.7184858025091078,0.006379636896982057,114
0.3307842254638672,0.01711587601804526,0.006777143478393555,0.000594082737051044,0.01,3,sqrt,2,5,100,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100, 'subsample': 1.0}",0.6998878518196947,0.7065564858105904,0.7381537457866696,0.6981515711645101,0.6934073277740651,0.7072313964711059,0.016025747674161667,118
1.0044060230255127,0.030463340959093685,0.010996007919311523,0.0007960110432314868,0.01,3,sqrt,2,5,300,0.8,"{'learning_rate': 0.01, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 300, 'subsample': 0.8}",0.7905506113884668,0.8017723170599108,0.8148236743865753,0.823029248668044,0.8031568701513787,0.806666544330875,0.011227390008381168,83
0.9367515563964843,0.025240001993067623,0.010892724990844727,0.001188706773068198,0.01,3,sqrt,2,5,300,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 300, 'subsample': 1.0}",0.7789016713696548,0.8103149577760864,0.8148236743865753,0.8180711101446123,0.8031568701513787,0.8050536567656617,0.014000805439127363,85
0.2983436584472656,0.006993569092368173,0.007086038589477539,0.0008052837024185942,0.01,3,log2,1,2,100,0.8,"{'learning_rate': 0.01, 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100, 'subsample': 0.8}",0.632758121698864,0.6490196078431373,0.6796926534014716,0.6785437280272553,0.6480082517360607,0.6576044725413579,0.018490368627108785,121
0.28766303062438964,0.017330226823839338,0.007332849502563477,0.0007445327417480064,0.01,3,log2,1,2,100,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100, 'subsample': 1.0}",0.6307973373851385,0.6217933384074517,0.6610090246819615,0.6607843137254902,0.6439477583752216,0.6436663545150527,0.015734753634641427,128
0.922739315032959,0.04926140869255535,0.011049795150756835,0.0009449754402467066,0.01,3,log2,1,2,300,0.8,"{'learning_rate': 0.01, 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300, 'subsample': 0.8}",0.7697887272990377,0.7842629843064768,0.8087166104889276,0.8063064042622594,0.7862393584565767,0.7910628169626556,0.014602148792259599,91
0.8847688674926758,0.0436318933466169,0.010387325286865234,0.0008775072627980857,0.01,3,log2,1,2,300,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300, 'subsample': 1.0}",0.7690977498010274,0.7972889710412816,0.8056069008009858,0.8005364067993186,0.7883313478804079,0.7921722752646043,0.01283600314618061,90
0.32344760894775393,0.017675150855065064,0.0074402809143066405,0.0008724726685565959,0.01,3,log2,1,5,100,0.8,"{'learning_rate': 0.01, 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100, 'subsample': 0.8}",0.6404854930902251,0.6412888260664709,0.7104780544380414,0.6588235294117647,0.6261077374553273,0.6554367280923659,0.029410577283281232,123
0.2861532211303711,0.012436987155111887,0.006531715393066406,0.00031842619898624915,0.01,3,log2,1,5,100,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100, 'subsample': 1.0}",0.6545582808769265,0.6305606900800986,0.6679279475191185,0.6598600993077453,0.6645553069703926,0.6554924649508563,0.013253819526025173,122
0.8684667110443115,0.02020247670654372,0.010785818099975586,0.0014182877658240002,0.01,3,log2,1,5,300,0.8,"{'learning_rate': 0.01, 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300, 'subsample': 0.8}",0.7670211996237609,0.7925555434743213,0.8057192562792215,0.8101156174114748,0.7880843769067611,0.792699198739108,0.015189011776058393,89
0.8475499153137207,0.028363884824873325,0.010311555862426759,0.0006529404249000731,0.01,3,log2,1,5,300,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300, 'subsample': 1.0}",0.7641379060849431,0.7985502518937335,0.8106773948026531,0.7946540538581421,0.7850698782578377,0.7906178969794619,0.015579259926345594,92
0.29443697929382323,0.0022554305511915747,0.00763554573059082,0.0012462423285584858,0.01,3,log2,2,2,100,0.8,"{'learning_rate': 0.01, 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100, 'subsample': 0.8}",0.6445228275812169,0.6411764705882352,0.647283534485883,0.6833895110724512,0.6310907400412586,0.649492616753809,0.017812162400600122,125
0.28810534477233884,0.01035360983240436,0.007243490219116211,0.0011664646231025024,0.01,3,log2,2,2,100,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100, 'subsample': 1.0}",0.6505209463859345,0.6352941176470588,0.6394403972309811,0.6873110796999021,0.6419792544382137,0.650909159080418,0.018869847631217733,124
0.8746136665344239,0.02821251837519028,0.010858964920043946,0.0009742997379037442,0.01,3,log2,2,2,300,0.8,"{'learning_rate': 0.01, 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300, 'subsample': 0.8}",0.7624086534982997,0.7962524011453009,0.8096408249066724,0.800424051321083,0.7842708545195688,0.790599357078185,0.016283886110003844,93
0.816916561126709,0.0179549571957377,0.009975624084472657,0.0008339472172281835,0.01,3,log2,2,2,300,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300, 'subsample': 1.0}",0.7642536719484841,0.7877097604291254,0.8067558261752021,0.786586205646769,0.796081878141616,0.7882774684682393,0.014019158144966704,95
0.32205815315246583,0.026972273851038404,0.007036924362182617,0.00044149824343854663,0.01,3,log2,2,5,100,0.8,"{'learning_rate': 0.01, 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100, 'subsample': 0.8}",0.6211091816800521,0.6607843137254902,0.6620455945779421,0.6352941176470588,0.6449937530871372,0.6448453921435361,0.015521293294205077,127
0.297272253036499,0.023155426482875597,0.007257843017578125,0.0011573982476869855,0.01,3,log2,2,5,100,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100, 'subsample': 1.0}",0.6573258085522031,0.6513174585915698,0.6522416730093146,0.6431372549019607,0.6262312229421507,0.6460506835994397,0.010904079960385999,126
0.8847175598144531,0.029756381693933947,0.009846305847167969,0.0010507979063575793,0.01,3,log2,2,5,300,0.8,"{'learning_rate': 0.01, 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 300, 'subsample': 0.8}",0.7650604153100354,0.7974013265195172,0.8096408249066724,0.7886593454387301,0.7882078623935845,0.7897939549137079,0.014610416563096654,94
0.8345472812652588,0.02407323859496236,0.011358308792114257,0.0007438787648738409,0.01,3,log2,2,5,300,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 300, 'subsample': 1.0}",0.7583713190073077,0.7977383929542242,0.8027219020695154,0.792580914066181,0.787161867681669,0.7877148791557794,0.01556091388850754,96
0.5932298183441163,0.012963403135005826,0.008154201507568359,0.000379726940931562,0.01,5,sqrt,1,2,100,0.8,"{'learning_rate': 0.01, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100, 'subsample': 0.8}",0.7540988351059981,0.7649052227175528,0.7615708020731398,0.7650429487876481,0.7584914431821483,0.7608218503732974,0.004139619840880557,101
0.6166842937469482,0.025109588591745693,0.009275341033935547,0.0013356638101026934,0.01,5,sqrt,1,2,100,1.0,"{'learning_rate': 0.01, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100, 'subsample': 1.0}",0.7471782070761884,0.7728607154506905,0.7899459968830416,0.7532782429052952,0.7656899206787344,0.7657906165987901,0.015076207200774733,97
1.7922601222991943,0.049528501407443574,0.01290283203125,0.0012022436612969224,0.01,5,sqrt,1,2,300,0.8,"{'learning_rate': 0.01, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300, 'subsample': 0.8}",0.807043629259822,0.8238157370156935,0.8342068065673589,0.8413758109528469,0.8158904029985181,0.8244664773588479,0.012315256603036414,61
1.844209575653076,0.06123791575717293,0.015232038497924805,0.0024192326449754844,0.01,5,sqrt,1,2,300,1.0,"{'learning_rate': 0.01, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300, 'subsample': 1.0}",0.811080963750814,0.8179333840745171,0.8379036642383386,0.8354934580116704,0.822718424034634,0.8250259788219948,0.010251790643128518,60
0.5973671913146973,0.026121002227980156,0.009054088592529297,0.0015185573400002034,0.01,5,sqrt,1,5,100,0.8,"{'learning_rate': 0.01, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100, 'subsample': 0.8}",0.7589429129585414,0.7649052227175528,0.7751839367909825,0.7571998115327462,0.7588618996426184,0.7630187567284883,0.006622725214610909,99
0.6169061183929443,0.019966209222951798,0.009412717819213868,0.0023702844394769065,0.01,5,sqrt,1,5,100,1.0,"{'learning_rate': 0.01, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100, 'subsample': 1.0}",0.7461399319875552,0.7687144358667681,0.7763328621651988,0.7502808886955892,0.7589853851294419,0.7600907007689107,0.011227240970324553,103
1.793146276473999,0.05907675411244779,0.013121795654296876,0.0011877924636636218,0.01,5,sqrt,1,5,300,0.8,"{'learning_rate': 0.01, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300, 'subsample': 0.8}",0.807159395123363,0.819781812910007,0.8429741582400059,0.8414881664310826,0.8158904029985181,0.8254587871405953,0.014299503382242576,59
1.7796544551849365,0.08285741975863338,0.013106203079223633,0.0006339642390266462,0.01,5,sqrt,1,5,300,1.0,"{'learning_rate': 0.01, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300, 'subsample': 1.0}",0.7974712394182766,0.8141241709253018,0.8351310209851038,0.8384908122213766,0.813798413574687,0.8198031314249491,0.015173623438934815,72
0.6208508968353271,0.018468340838244265,0.009318304061889649,0.0010370593809148542,0.01,5,sqrt,2,2,100,0.8,"{'learning_rate': 0.01, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100, 'subsample': 0.8}",0.7492547572534549,0.7747091442861802,0.7605342321771592,0.7679279475191185,0.7499418891826714,0.7604735940837168,0.009949885020761426,102
0.6137600421905518,0.017289127614764553,0.008705663681030273,0.001322422054891534,0.01,5,sqrt,2,2,100,1.0,"{'learning_rate': 0.01, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100, 'subsample': 1.0}",0.7492547572534549,0.7570620854626509,0.7750715813127469,0.7453227501721575,0.7576924194438794,0.756880718728978,0.010230749328087659,104
2.060370922088623,0.2720542041438677,0.017564058303833008,0.005394092359130822,0.01,5,sqrt,2,2,300,0.8,"{'learning_rate': 0.01, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300, 'subsample': 0.8}",0.810965197887273,0.8151607408212823,0.832358377731869,0.8433365952665723,0.8157669175116948,0.8235175658437383,0.012316045610843833,64
2.105371856689453,0.2736234504197529,0.014070510864257812,0.0037170202010424216,0.01,5,sqrt,2,2,300,1.0,"{'learning_rate': 0.01, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300, 'subsample': 1.0}",0.8090044135735475,0.8179333840745171,0.8361675908810844,0.8521039469392193,0.8158904029985181,0.8262199476933774,0.015752322160190995,56
0.6905580043792725,0.15569191990904355,0.006335163116455078,0.002802458450712437,0.01,5,sqrt,2,5,100,0.8,"{'learning_rate': 0.01, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100, 'subsample': 0.8}",0.7432566384487375,0.7668660070312783,0.7752962922692181,0.7769200101482368,0.7516634221460325,0.7628004740087005,0.013251647189235445,100
0.6081688880920411,0.03275679522021688,0.009199190139770507,0.0008495515055686178,0.01,5,sqrt,2,5,100,1.0,"{'learning_rate': 0.01, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100, 'subsample': 1.0}",0.7461399319875552,0.7736725743901998,0.7812910006886303,0.7650429487876481,0.7587384141557951,0.7649769740019657,0.012128636084278601,98
1.6894474506378174,0.05608326319447277,0.011311817169189452,0.0025620586104575936,0.01,5,sqrt,2,5,300,0.8,"{'learning_rate': 0.01, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 300, 'subsample': 0.8}",0.8088886477100066,0.8120510311333405,0.8421622993004965,0.8386031676996122,0.8168129122236104,0.8237036116134131,0.0138958083469765,62
1.906498384475708,0.1585382401275376,0.014628744125366211,0.0017260325151757096,0.01,5,sqrt,2,5,300,1.0,"{'learning_rate': 0.01, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 300, 'subsample': 1.0}",0.8042761015845452,0.8208183828059874,0.8331702366713784,0.840451596535102,0.8158904029985181,0.8229213441191062,0.01275814404068868,65
0.5886478900909424,0.10162618835641825,0.008243513107299805,0.0005341100964987781,0.01,5,log2,1,2,100,0.8,"{'learning_rate': 0.01, 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100, 'subsample': 0.8}",0.7205339700455828,0.7233916856946105,0.7338951107245116,0.7394403972309811,0.7308089025772148,0.7296140132545802,0.006891704042294397,110
0.6494524002075195,0.09216833198258198,0.0075263500213623045,0.002350012703014985,0.01,5,log2,1,2,100,1.0,"{'learning_rate': 0.01, 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100, 'subsample': 1.0}",0.688814123435352,0.7310101119930412,0.7507303106085318,0.7394403972309811,0.7173998314786297,0.7254789549493073,0.021320078036708916,112
1.8241853713989258,0.15954287358048683,0.014972257614135741,0.003145004914286218,0.01,5,log2,1,2,300,0.8,"{'learning_rate': 0.01, 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300, 'subsample': 0.8}",0.7934339049272845,0.8111268167155956,0.8167844587003008,0.8287992461309848,0.7971278728535316,0.8094544598655394,0.012956460503559917,80
1.6301892757415772,0.08662520340972471,0.014460468292236328,0.003554122296468401,0.01,5,log2,1,2,300,1.0,"{'learning_rate': 0.01, 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300, 'subsample': 1.0}",0.7923956298386513,0.8081294625058896,0.8225544561632416,0.8287992461309848,0.8099848911874945,0.8123727371652525,0.012619743293285527,75
0.5360563278198243,0.024520441809639727,0.0056782722473144535,0.003874239602981739,0.01,5,log2,1,5,100,0.8,"{'learning_rate': 0.01, 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100, 'subsample': 0.8}",0.7194956949569495,0.7350440360987278,0.7435866768149034,0.7354064731252945,0.7221358630909144,0.7311337488173579,0.0090003131117804,107
0.5315662860870362,0.02294988889398206,0.0054476261138916016,0.0027503595311629573,0.01,5,log2,1,5,100,1.0,"{'learning_rate': 0.01, 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100, 'subsample': 1.0}",0.7264163229867593,0.7318219709325505,0.7465840310246095,0.7325214743938241,0.7112473486939594,0.7297182296063406,0.011391358087519135,109
1.583787488937378,0.10242906932905826,0.013752412796020509,0.0013126150269707631,0.01,5,log2,1,5,300,0.8,"{'learning_rate': 0.01, 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300, 'subsample': 0.8}",0.7893965704362926,0.8092783878801058,0.8207060273277518,0.8289116016092204,0.8078929017636634,0.8112370978034068,0.013372191581848264,76
1.6518238067626954,0.1102089984730189,0.014723634719848633,0.0023241902076444098,0.01,5,log2,1,5,300,1.0,"{'learning_rate': 0.01, 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300, 'subsample': 1.0}",0.7944721800159178,0.8082418179841253,0.8264760247906926,0.8150737559349064,0.8031568701513787,0.8094841297754043,0.010834247600378086,79
0.5434994697570801,0.016865970225915208,0.008979892730712891,0.0026695971472088247,0.01,5,log2,2,2,100,0.8,"{'learning_rate': 0.01, 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100, 'subsample': 0.8}",0.7292996165255771,0.7361929614729441,0.7418506034576493,0.7305606900800986,0.726871894703199,0.7329551532478937,0.005398423355910107,106
0.521458101272583,0.022238703957484368,0.008470964431762696,0.002471194899337637,0.01,5,log2,2,2,100,1.0,"{'learning_rate': 0.01, 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100, 'subsample': 1.0}",0.7244555386730338,0.7382661012649052,0.7465840310246095,0.7118770613605886,0.7310558735508614,0.7304477211747996,0.011854560887561885,108
1.523873472213745,0.048814174418611946,0.013427305221557616,0.004553969917627464,0.01,5,log2,2,2,300,0.8,"{'learning_rate': 0.01, 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300, 'subsample': 0.8}",0.7933181390637436,0.8159725997607916,0.8265883802689282,0.8268384618172593,0.8148444082866025,0.815512397839465,0.012200001889030017,73
1.5675249576568604,0.05192591336349338,0.012250757217407227,0.0012146137448038237,0.01,5,log2,2,2,300,1.0,"{'learning_rate': 0.01, 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300, 'subsample': 1.0}",0.7952789233774691,0.8112391721938312,0.8226668116414773,0.8306476749664746,0.8059243978266555,0.8131513960011816,0.012425572764490923,74
0.5182483673095704,0.013903945251215617,0.006519842147827149,0.0016862637125917212,0.01,5,log2,2,5,100,0.8,"{'learning_rate': 0.01, 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100, 'subsample': 0.8}",0.7243397728094928,0.7427748178753941,0.7585734478634337,0.721680982929216,0.6965453119098121,0.7287828666774697,0.020941304634686457,111
0.5185564517974853,0.017530406773374165,0.007112884521484375,0.001201775222239539,0.01,5,log2,2,5,100,1.0,"{'learning_rate': 0.01, 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100, 'subsample': 1.0}",0.7274545980753925,0.7359682505164729,0.7622703055344133,0.7266391214526476,0.7212133538658221,0.7347091258889497,0.014567724778955692,105
1.5806492805480956,0.06688806000298685,0.011508417129516602,0.0023852341082898497,0.01,5,log2,2,5,300,0.8,"{'learning_rate': 0.01, 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 300, 'subsample': 0.8}",0.7904348455249258,0.8112391721938312,0.8225544561632416,0.8278750317132397,0.8038324084028242,0.8111871827996125,0.013360045784162833,77
